director,title,year,imdbid,imdbrating,imdbvotes,movieid,plot,poster,released,runtime,tmdb
Marleen Gorris,Mrs. Dalloway,1997,0119723,6.9,2841,1684,"In 1923 London, socialite Clarissa Dalloway's well-planned party is overshadowed by the return of an old suitor she had known 33 years earlier.",http://ia.media-imdb.com/images/M/MV5BNjkzNjk3OTkwNl5BMl5BanBnXkFtZTcwMDAxMjIyMQ@@._V1_SX300.jpg,1998-02-20,97,38904
Marc Rothemund,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage),2005,0426578,7.7,21853,43376,"A dramatization of the final days of Sophie Scholl, one of the most famous members of the German World War II anti-Nazi resistance movement, The White Rose.",http://ia.media-imdb.com/images/M/MV5BMTk3OTk2NTAyMV5BMl5BanBnXkFtZTcwMzAyMDIzMQ@@._V1_SX300.jpg,2005-02-24,120,2117
Rowland V. Lee,Son of Frankenstein,1939,0031951,7.2,6102,2649,"One of the sons of Frankenstein finds his father's monster in a coma and revives him, only to find out he is controlled by Ygor who is bent on revenge.",http://ia.media-imdb.com/images/M/MV5BMTc0NzQ5MjEyN15BMl5BanBnXkFtZTgwMTQ4NzMwMjE@._V1_SX300.jpg,1939-01-13,99,3077
Ivan Reitman,Dave,1993,0106673,6.8,40092,440,"To avoid a potentially explosive scandal when the U.S. President goes into a coma, an affable temp agency owner with an uncanny resemblance, is put in his place.",http://ia.media-imdb.com/images/M/MV5BMTIxNzEzODY5MV5BMl5BanBnXkFtZTYwODQzMTc4._V1_SX300.jpg,1993-05-07,110,11566
Ivan Reitman,Draft Day,2014,2223990,6.8,37010,110453,"At the NFL Draft, general manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams.",http://ia.media-imdb.com/images/M/MV5BMjAyOTMxMjA3Nl5BMl5BanBnXkFtZTgwMTMwNjQ4MDE@._V1_SX300.jpg,2014-04-11,110,200505
Ivan Reitman,Evolution,2001,0251075,6,99924,4343,"A fire-fighting cadet, two college professors and a geeky but sexy government scientist work against an alien organism that has been rapidly evolving ever since its arrival on Earth inside a meteor.",http://ia.media-imdb.com/images/M/MV5BMTU3NzcyNjI1N15BMl5BanBnXkFtZTcwOTc0ODMyMQ@@._V1_SX300.jpg,2001-06-08,101,9397
Ivan Reitman,Fathers' Day,1997,0119109,5.1,11846,1526,A woman cons two old boyfriends into searching for her runaway son by convincing both that they are the boy's father.,http://ia.media-imdb.com/images/M/MV5BMjEzNjQyMTcxNl5BMl5BanBnXkFtZTcwMDU2OTUyMQ@@._V1_SX300.jpg,1997-05-09,98,12499
Ivan Reitman,Ghostbusters (a.k.a. Ghost Busters),1984,0087332,7.8,252631,2716,Three former parapsychology professors set up shop as a unique ghost removal service.,http://ia.media-imdb.com/images/M/MV5BMTkxMjYyNzgwMl5BMl5BanBnXkFtZTgwMTE3MjYyMTE@._V1_SX300.jpg,1984-06-08,105,620
Ivan Reitman,Ghostbusters II,1989,0097428,6.5,130632,2717,The discovery of a massive river of ectoplasm and a resurgence of spectral activity allows the staff of Ghostbusters to revive the business.,http://ia.media-imdb.com/images/M/MV5BMTQ2NTk4MjE5Ml5BMl5BanBnXkFtZTgwODIwNjYxMTE@._V1_SX300.jpg,1989-06-16,108,2978
Ivan Reitman,Junior,1994,0110216,4.5,52386,256,"As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.",http://ia.media-imdb.com/images/M/MV5BMTYwNjA3MTUxMl5BMl5BanBnXkFtZTcwMDk2MjAyMQ@@._V1_SX300.jpg,1994-11-23,109,6280
Ivan Reitman,Kindergarten Cop,1990,0099938,6,104100,7004,A tough cop is given his most difficult assignment ever: to masquerade as a kindergarten teacher in order to find a drug dealer.,http://ia.media-imdb.com/images/M/MV5BMjMyMTIyOTc0N15BMl5BanBnXkFtZTgwODY1NTk4NjE@._V1_SX300.jpg,1990-12-21,111,951
Ivan Reitman,Legal Eagles,1986,0091396,5.9,7680,6308,"A New York district attorney works and flirts with his adversary and her kooky artist client, who is on trial for a murder she didn't commit.",http://ia.media-imdb.com/images/M/MV5BMTUxNjE2MjE3NF5BMl5BanBnXkFtZTcwODMwMjIyMQ@@._V1_SX300.jpg,1986-06-20,116,9930
Ivan Reitman,Meatballs,1979,0079540,6.2,14389,3040,Wacky hijinks of counselors and campers at a less-than-average summer camp.,http://ia.media-imdb.com/images/M/MV5BMjAyNTM0ODMzMl5BMl5BanBnXkFtZTcwMTU1NDY0MQ@@._V1_SX300.jpg,1979-06-29,94,14035
Ivan Reitman,My Super Ex-Girlfriend,2006,0465624,5.1,52967,45732,"When a regular guy dumps a superhero for her neediness, she uses her powers to make his life a living hell.",http://ia.media-imdb.com/images/M/MV5BMTc4OTA4OTYyMl5BMl5BanBnXkFtZTcwMzU4NDQzMQ@@._V1_SX300.jpg,2006-07-21,95,4474
Ivan Reitman,No Strings Attached,2011,1411238,6.2,163143,84374,"A guy and girl try to keep their relationship strictly physical, but it's not long before they learn that they want something more.",http://ia.media-imdb.com/images/M/MV5BMTg2MDQ1NTEzNl5BMl5BanBnXkFtZTcwOTgxNTMyNA@@._V1_SX300.jpg,2011-01-21,108,41630
Ivan Reitman,Six Days Seven Nights,1998,0120828,5.7,59548,1894,"Robin Monroe, a New York magazine editor, and the gruff pilot Quinn Harris must put aside their mutual dislike if they are to survive after crash landing on a deserted South Seas island.",http://ia.media-imdb.com/images/M/MV5BMTY0ODQ2NDE2NF5BMl5BanBnXkFtZTcwNDM5MDkyMQ@@._V1_SX300.jpg,1998-06-12,98,6068
Ivan Reitman,Stripes,1981,0083131,6.9,46715,1663,Two friends who are dissatisfied with their jobs decide to join the army for a bit of fun.,http://ia.media-imdb.com/images/M/MV5BMTQ3NzU2NjYyNF5BMl5BanBnXkFtZTgwMjg1MzQxMDE@._V1_SX300.jpg,1981-06-26,106,10890
Ivan Reitman,Twins,1988,0096320,6,84502,4558,"A physically perfect but innocent man goes in search of his long-lost twin brother, who is a short small-time crook.",http://ia.media-imdb.com/images/M/MV5BMTgwNzYwNTQ0OF5BMl5BanBnXkFtZTcwMzk1ODcxMQ@@._V1_SX300.jpg,1988-12-09,107,9493
Alexandre Bustillo,Inside (À l'intérieur),2007,0856288,6.9,28045,58964,"Four months after the death of her husband, a woman on the brink of motherhood is tormented in her home by a strange woman who wants her unborn baby.",http://ia.media-imdb.com/images/M/MV5BMjA2NDk4NTYwOV5BMl5BanBnXkFtZTcwNTQ3NjQ2MQ@@._V1_SX300.jpg,2007-06-13,82,13312
Mark Romanek,Never Let Me Go,2010,1334260,7.2,106212,80969,"The lives of three friends, from their early school days into young adulthood.",http://ia.media-imdb.com/images/M/MV5BMTM3NDQ1MjE2OF5BMl5BanBnXkFtZTcwNDIxNTk2Mw@@._V1_SX300.jpg,2010-10-15,103,42188
Mark Romanek,One Hour Photo,2002,0265459,6.8,96187,5528,An employee of a one-hour photo lab becomes obsessed with a young suburban family.,http://ia.media-imdb.com/images/M/MV5BMTg5MTc0MjExMF5BMl5BanBnXkFtZTYwODg5NTU5._V1_SX300.jpg,2002-09-13,96,9357
Aleksandr Sokurov,Russian Ark (Russkiy Kovcheg),2002,0318034,7.4,13683,5686,"A 19th century French aristocrat, notorious for his scathing memoirs about life in Russia, travels through the Russian State Hermitage Museum and encounters historical figures from the last 200+ years.",http://ia.media-imdb.com/images/M/MV5BMjEyNDEwOTU0NV5BMl5BanBnXkFtZTYwNjk0NTk5._V1_SX300.jpg,2003-04-19,99,16646
Edward Zwick,About Last Night...,1986,0090583,6.1,11235,2262,"A man and woman meet and try to have a romantic affair, despite their personal problems and the interference of their disapproving friends.",http://ia.media-imdb.com/images/M/MV5BODkzMTIyNDA3OF5BMl5BanBnXkFtZTcwMTU0NTk5Mw@@._V1_SX300.jpg,1986-07-02,113,18169
Edward Zwick,Blood Diamond,2006,0450259,8,387280,49530,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",http://ia.media-imdb.com/images/M/MV5BMTY5MTYyNjkwNV5BMl5BanBnXkFtZTcwODE3MTI0MQ@@._V1_SX300.jpg,2006-12-08,143,1372
Edward Zwick,Courage Under Fire,1996,0115956,6.6,38642,647,"A US Army officer, despondent about a deadly mistake he made, investigates a female chopper commander's worthiness for the Medal of Honor.",http://ia.media-imdb.com/images/M/MV5BMTMwNDk0NjUzOF5BMl5BanBnXkFtZTcwNjcxODIyMQ@@._V1_SX300.jpg,1996-07-12,116,10684
Edward Zwick,Defiance,2008,1034303,7.2,113461,65216,"Jewish brothers in Nazi-occupied Eastern Europe escape into the Belarussian forests, where they join Russian resistance fighters and endeavor to build a village in order to protect themselves and about 1,000 Jewish non-combatants.",http://ia.media-imdb.com/images/M/MV5BMjAzODIzMTE3Ml5BMl5BanBnXkFtZTcwNDU1MjQzMg@@._V1_SX300.jpg,2009-01-16,137,13813
Edward Zwick,Glory,1989,0097441,7.9,99928,1242,"Robert Gould Shaw leads the US Civil War's first all-black volunteer company, fighting prejudices of both his own Union army and the Confederates.",http://ia.media-imdb.com/images/M/MV5BMjExNTc2MzU1OV5BMl5BanBnXkFtZTgwNDQzMzcxMTE@._V1_SX300.jpg,1990-02-16,122,9665
Edward Zwick,"Last Samurai, The",2003,0325710,7.7,308336,7143,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,http://ia.media-imdb.com/images/M/MV5BMzkyNzQ1Mzc0NV5BMl5BanBnXkFtZTcwODg3MzUzMw@@._V1_SX300.jpg,2003-12-05,154,616
Edward Zwick,Legends of the Fall,1994,0110322,7.5,108887,266,"Epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature, history, war, love and betrayal.",http://ia.media-imdb.com/images/M/MV5BMTYwMjYxNTAyN15BMl5BanBnXkFtZTgwMTc3MjkyMTE@._V1_SX300.jpg,1995-01-13,133,4476
Edward Zwick,Love and Other Drugs,2010,0758752,6.7,138575,82167,A young woman suffering from Parkinson's befriends a drug rep working for Pfizer in 1990s Pittsburgh.,http://ia.media-imdb.com/images/M/MV5BMTgxOTczODEyMF5BMl5BanBnXkFtZTcwMDc0NDY4Mw@@._V1_SX300.jpg,2010-11-24,112,43347
Edward Zwick,Pawn Sacrifice,2014,1596345,7,15626,142507,"Set during the Cold War, American chess prodigy Bobby Fischer finds himself caught between two superpowers and his own struggles as he challenges the Soviet Empire.",http://ia.media-imdb.com/images/M/MV5BMTk0MDYxNTE0OV5BMl5BanBnXkFtZTgwODgyNjU3NTE@._V1_SX300.jpg,2015-09-25,115,245698
Edward Zwick,"Siege, The",1998,0133952,6.3,56434,2334,The secret US abduction of a suspected terrorist leads to a wave of terrorist attacks in New York that lead to the declaration of martial law.,http://ia.media-imdb.com/images/M/MV5BMTcxNDM0OTY5NF5BMl5BanBnXkFtZTcwNzY1NDY0MQ@@._V1_SX300.jpg,1998-11-06,116,9882
Jean Yarbrough,Hillbillys in a Haunted House,1967,0061765,2.1,554,3460,"Country singers on their way to Nashville have car trouble, forcing them to stop at an old haunted mansion. Soon they realize that the house is not only haunted, but is also the ...",http://ia.media-imdb.com/images/M/MV5BMjAyMzU1OTExOF5BMl5BanBnXkFtZTcwMjY3MDEzMQ@@._V1_SX300.jpg,1967-05-01,86,99008
Dominic Sena,Gone in 60 Seconds,2000,0187078,6.5,212983,3717,A retired master car thief must come back to the industry and steal 50 cars with his crew in one night to save his brother's life.,http://ia.media-imdb.com/images/M/MV5BMTIwMzExNDEwN15BMl5BanBnXkFtZTYwODMxMzg2._V1_SX300.jpg,2000-06-09,118,9679
Dominic Sena,Kalifornia,1993,0107302,6.7,41100,481,"A journalist duo go on a tour of serial killer murder sites with two companions, unaware that one of them is a serial killer himself.",http://ia.media-imdb.com/images/M/MV5BMzA1MTU4OTg2N15BMl5BanBnXkFtZTcwMTA1NjcyMQ@@._V1_SX300.jpg,1993-09-03,117,10909
Dominic Sena,Season of the Witch,2011,0479997,5.4,74617,83480,"14th-century knights transport a suspected witch to a monastery, where monks deduce her powers could be the source of the Black Plague.",http://ia.media-imdb.com/images/M/MV5BMzc3MjYxNzg2N15BMl5BanBnXkFtZTcwNzQyMTkwNA@@._V1_SX300.jpg,2011-01-07,95,23047
Dominic Sena,Swordfish,2001,0244244,6.5,152673,4344,"When the DEA shut down its dummy corporation operation codenamed SWORDFISH in 1986, they had generated $400 million which they let sit around; fifteen years of compound interest has swelled...",http://ia.media-imdb.com/images/M/MV5BODgwMzc1MjU2MV5BMl5BanBnXkFtZTYwNjY4Nzc5._V1_SX300.jpg,2001-06-08,99,9705
Dominic Sena,Whiteout,2009,0365929,5.5,31382,71573,"U.S. Marshal Carrie Stetko tracks a killer in Antarctica, as the sun is about to set for six months.",http://ia.media-imdb.com/images/M/MV5BNTEyMDgwNzU1NF5BMl5BanBnXkFtZTcwMDkxMzI4Mg@@._V1_SX300.jpg,2009-09-11,101,22787
Carlos Saura,Carmen,1983,0085297,7.7,2176,32444,A group of flamenco dancers are rehearsing a very spanish version of the Prosper Merimee's drama. Antonio (the coreographer) falls in love with Carmen (the main dancer). Their story then ...,http://ia.media-imdb.com/images/M/MV5BMTIyOTczODM4N15BMl5BanBnXkFtZTcwMTQ2MTI1MQ@@._V1_SX300.jpg,1983-05-06,102,42106
Carlos Saura,Cria Cuervos,1976,0074360,8.1,5919,47152,"In Madrid, the orphan sisters Irene, Ana and Maite are raised by their austere aunt Paulina together with their mute and crippled grandmother after the death of their mother and their ...",http://ia.media-imdb.com/images/M/MV5BMjEwNzIyODA4NF5BMl5BanBnXkFtZTgwNjg0MTkzMTE@._V1_SX300.jpg,1977-05-18,110,51857
Carlos Saura,Fados,2007,1056422,7.1,617,92163,A drama steeped in Portugal's Fado music culture.,http://ia.media-imdb.com/images/M/MV5BMjEzMzQ4MTQ5Nl5BMl5BanBnXkFtZTcwNDU5MjQ0Mg@@._V1_SX300.jpg,2009-03-06,90,25774
Carlos Saura,Goya in Bordeaux (Goya en Burdeos),1999,0210717,6.7,1366,3902,"Francisco Goya (1746-1828), deaf and ill, lives the last years of his life in voluntary exile in Bordeaux, a Liberal protesting the oppressive rule of Ferdinand VII. He's living with his ...",http://ia.media-imdb.com/images/M/MV5BMjE2OTg4ODQ1NV5BMl5BanBnXkFtZTcwMjY1MzMzMQ@@._V1_SX300.jpg,1999-11-12,100,170767
Carlos Saura,Tango,1998,0120274,7.2,2373,2573,"Mario Suarez is a forty-something tango artist, whose wife Laura has left him. He leaves his apartment and starts preparing a film about tango.",http://ia.media-imdb.com/images/M/MV5BMTYwMDIxMzExMl5BMl5BanBnXkFtZTYwNzY5MDY5._V1_SX300.jpg,1999-02-12,115,65749
Isaac Feder,Sex Ed,2014,2751310,5.6,3273,116849,Eddie lands his first teaching gig at an inner city middle school and finds his highly pubescent pupils are receiving no form of sexual education. Eddie isn't really equipped to teach them...he's not exactly experienced romantically.,http://ia.media-imdb.com/images/M/MV5BMjQxMDc4OTk5OV5BMl5BanBnXkFtZTgwOTY0ODg3MjE@._V1_SX300.jpg,2014-11-07,92,295315
Kevin Bray,All About the Benjamins,2002,0278295,5.7,9443,5170,"A bounty hunter is on the trail of a conman who skipped bail. The two wind up in a deserted warehouse where they witness a diamond scam in action, caught in the midst they put their ...",http://ia.media-imdb.com/images/M/MV5BMTQ1MjQ1MTY5OF5BMl5BanBnXkFtZTcwMjM3MzEyMQ@@._V1_SX300.jpg,2002-03-08,95,13950
Kevin Bray,Walking Tall,2004,0351977,6.2,51362,7376,"A former U.S. soldier returns to his hometown to find it overrun by crime and corruption, which prompts him to clean house.",http://ia.media-imdb.com/images/M/MV5BMTM0MjYzNzM1N15BMl5BanBnXkFtZTcwMDcwNDc3NA@@._V1_SX300.jpg,2004-04-02,86,11358
Prabhudheva,Wanted,2009,1084972,6.7,11891,71460,"Radhe is a ruthless gangster who will kill anyone for money. He is attracted towards Jhanvi, a middle class girl, who does not approve of his work and wants him to change.",http://ia.media-imdb.com/images/M/MV5BMTQ5MTEyMDEwOF5BMl5BanBnXkFtZTcwNjI4NTk5Mw@@._V1_SX300.jpg,2009-09-18,147,22717
Elem Klimov,Come and See (Idi i smotri),1985,0091251,8.3,24216,6818,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",http://ia.media-imdb.com/images/M/MV5BMjIyMjM4NTQ2OF5BMl5BanBnXkFtZTgwOTM4MTI2MTE@._V1_SX300.jpg,1985-10-17,140,25237
Ralph Nelson,Charly,1968,0062794,7.1,4869,8147,An intellectually disabled man undergoes an experiment that gives him the intelligence of a genius.,http://ia.media-imdb.com/images/M/MV5BMTM2NDA3NjQwOV5BMl5BanBnXkFtZTcwMzg3NDYyMQ@@._V1_SX300.jpg,1968-09-23,103,29146
Ralph Nelson,Duel at Diablo,1966,0060355,6.7,1964,6447,"In Apache territory, a supply army column heads for the next fort, an ex-scout searches for the killer of his Indian wife, and a housewife abandons her husband in order to re-join her Apache lover's tribe.",http://ia.media-imdb.com/images/M/MV5BMjE4MDM4MzE1NF5BMl5BanBnXkFtZTcwNDIxNzUyMQ@@._V1_SX300.jpg,1966-07-15,103,1403
Ralph Nelson,Father Goose,1964,0058092,7.4,7166,4795,"During WW2, a man persuaded to live on an isolated island and spot aircraft finds himself responsible for a teacher and several students, all female.","http://ia.media-imdb.com/images/M/MV5BMTU1MzY1OTk5Ml5BMl5BanBnXkFtZTcwODYyNDQyMQ@@._V1._CR0,16,273,423_SX89_AL_.jpg_V1_SX300.jpg",1964-12-10,118,30295
Ralph Nelson,Lilies of the Field,1963,0057251,7.7,6391,4187,A traveling handyman becomes the answer to the prayers of nuns who wish to build a chapel in the desert.,http://ia.media-imdb.com/images/M/MV5BMTcxNTU5NzI4MF5BMl5BanBnXkFtZTcwMjc1NDk0NA@@._V1_SX300.jpg,1963-07-05,94,38805
Ralph Nelson,Requiem for a Heavyweight,1962,0056406,7.9,2913,5398,"Mountain Rivera, a punchy has-been managed by the unprincipled Maish, is mauled in a fight and forced to quit boxing. Can his devoted cutman and a sympathetic social worker help him find a ...",http://ia.media-imdb.com/images/M/MV5BMTM0MjMyNjUzNl5BMl5BanBnXkFtZTcwNzMzMDgxMQ@@._V1_SX300.jpg,1962-11-16,95,53229
Bill Forsyth,Being Human,1994,0106379,5.3,3255,418,One man must learn the meaning of courage across four lifetimes centuries apart.,http://ia.media-imdb.com/images/M/MV5BMTY1NDkxMzU1Nl5BMl5BanBnXkFtZTcwOTQ0MDEyMQ@@._V1_SX300.jpg,1994-05-06,122,46924
Bill Forsyth,Comfort and Joy,1984,0087072,6.9,1241,26505,"Radio host Alan Bird witnesses how an ice cream van is attacked and destroyed by an angry competitor. This leads him into the struggle between two Italian families, the Bernardis and the ...",http://ia.media-imdb.com/images/M/MV5BNjA5MjA5OTkzOV5BMl5BanBnXkFtZTcwOTg3MDcyMQ@@._V1_SX300.jpg,1984-10-10,106,30278
Bill Forsyth,Gregory's Girl,1981,0082477,7.1,5806,5752,Gregory is a normal teen who is infatuated with a classmate. He must work to win her affection.,http://ia.media-imdb.com/images/M/MV5BODc5NDg3NjEyNF5BMl5BanBnXkFtZTgwMjg2ODI1MDE@._V1_SX300.jpg,1982-05-26,91,21764
Bill Forsyth,Local Hero,1983,0085859,7.5,15515,1238,An American oil company sends a man to Scotland to buy up an entire village where they want to build a refinery. But things don't go as expected.,http://ia.media-imdb.com/images/M/MV5BMjExMzE1NDg2NV5BMl5BanBnXkFtZTcwNjg2ODIyMQ@@._V1_SX300.jpg,1983-02-18,111,11235
Michael Corrente,American Buffalo,1996,0115530,5.7,2901,806,Long-repressed feelings of bitterness and betrayal explode when three inner-city losers plot the robbery of a valuable coin in a seedy second-hand junk shop.,http://ia.media-imdb.com/images/M/MV5BMTYyOTA2MjY3OF5BMl5BanBnXkFtZTcwODMwODQ2NA@@._V1_SX300.jpg,1996-09-13,88,31546
Michael Corrente,Outside Providence,1999,0125971,6.4,7651,2836,"After one too many run ins with the law, a punk teenager from a working class background is sent to prep school by his frustrated dad, and learns a thing or two.",http://ia.media-imdb.com/images/M/MV5BMTMyODE2NjA0Nl5BMl5BanBnXkFtZTcwNzIzODgxMQ@@._V1_SX300.jpg,1999-09-01,96,14578
